#	12_	12a	12b
-3.14159	38.8129	38.7125	38.9802
-3.03687	31.1506	31.0504	31.3182
-2.93215	24.5489	24.4512	24.713
-2.82743	18.7497	18.6675	18.8879
-2.72271	13.9231	13.847	14.0515
-2.61799	10.0463	9.97761	10.1623
-2.51327	7.02374	6.96354	7.12317
-2.40855	4.71936	4.6702	4.80352
-2.30383	3.05228	3.01859	3.10922
-2.19911	1.8377	1.81224	1.88065
-2.0944	1.04573	1.02747	1.07628
-1.98968	0.56946	0.557297	0.589382
-1.88496	0.302457	0.293965	0.316656
-1.78024	0.12901	0.125159	0.135443
-1.67552	0.0425824	0.0416055	0.0442123
-1.5708	0.0155386	0.0155386	0.0155386
-1.46608	0.0450886	0.0441821	0.0465759
-1.36136	0.154514	0.150898	0.160471
-1.25664	0.382974	0.376574	0.393513
-1.15192	0.754685	0.743611	0.773894
-1.0472	1.43423	1.41673	1.46424
-0.942478	2.53204	2.5072	2.57415
-0.837758	4.153	4.10919	4.21611
-0.733038	6.38717	6.34072	6.46608
-0.628319	9.43886	9.38692	9.52389
-0.523599	13.4127	13.3345	13.4808
-0.418879	18.3232	18.2477	18.44
-0.314159	24.2878	24.2214	24.4005
-0.20944	31.2601	31.1961	31.3688
-0.10472	39.3504	39.2793	39.4492
-2.66454e-15	48.1752	48.1132	48.2808
0.10472	58.0285	57.9617	58.1421
0.20944	68.4521	68.4056	68.5314
0.314159	79.1318	79.0839	79.2134
0.418879	90.3106	90.2736	90.3736
0.523599	101.299	101.262	101.36
0.628319	112.305	112.279	112.348
0.733038	122.54	122.524	122.567
0.837758	132.011	131.998	132.032
0.942478	140.507	140.502	140.516
1.0472	147.816	147.813	147.821
1.15192	153.916	153.908	153.924
1.25664	158.531	158.526	158.537
1.36136	161.569	161.566	161.574
1.46608	163.121	162.925	162.934
1.5708	162.592	162.554	162.57
1.67552	160.453	160.439	160.474
1.78024	156.626	156.607	156.656
1.88496	151.299	151.273	151.341
1.98968	144.652	144.616	144.711
2.0944	136.921	136.855	136.983
2.19911	128.235	128.176	128.334
2.30383	118.695	118.633	118.8
2.40855	108.569	108.491	108.697
2.51327	97.9861	97.8959	98.1367
2.61799	87.183	87.0919	87.3367
2.72271	76.6051	76.5022	76.7787
2.82743	66.3399	66.2385	66.5117
2.93215	56.5197	56.415	56.695
3.03687	47.3563	47.2434	47.5474
3.14159	38.8129	38.7125	38.9802
